Week,DJI,DJV,S&P,FTSE,FTV,STI,STIV,SG/D,P/D,SGPRIME,UKPRIME,USPRIME,USINF,UKINF,SGINF,DJI_Forecast,DJV_Forecast,S&P_Forecast,FTSE_Forecast,FTV_Forecast,STI_Forecast,STIV_Forecast,SG/D_Forecast,P/D_Forecast,SGPRIME_Forecast,UKPRIME_Forecast,USPRIME_Forecast,USINF_Forecast,UKINF_Forecast,SGINF_Forecast
455,4628.87,176577.4,550.98,3405.3,1277738.0,2145.89,864713.0,0.7153,1.5995,6.0,7.75,8.75,2.76,3.54,1.44,4646.572060699463,162546.499609375,552.3219954776764,3424.859280395508,1286934.9658203125,2164.792196884155,2164.792196884155,0.7145695403052494,1.5938406633101403,5.980669915676117,7.753396272659302,8.739760488271713,2.749878506399691,3.5778400795161724,3.5778400795161724
456,4707.06,187050.6,561.61,3454.3,1189193.0,2153.29,1151873.0,0.7156,1.595,6.0,7.75,8.75,2.76,3.54,1.44,4742.921354827881,185979.5022216797,566.5005963897705,3480.5751121521,1267131.4765625,2166.6937742614746,2166.6937742614746,0.7148170117911883,1.5844337356090545,5.965047165751457,7.6990901827812195,8.765892177820206,2.794328132867813,3.5267725372314453,3.5267725372314453
457,4690.15,158136.1,558.8,3499.9,1437309.0,2152.98,748437.0,0.7153,1.601,6.0,7.75,8.75,2.62,3.59,1.34,4719.206232452392,148175.3578125,561.5225203514099,3518.794786834717,1503713.25,2166.208470802307,2166.208470802307,0.7156330204344821,1.6000137601271271,5.983694031834602,7.697942852973938,8.748462915536948,2.6411142506450416,3.569257583618164,3.569257583618164
458,4671.49,116912.3,559.71,3468.3,1361997.0,2090.28,748437.0,0.7158,1.5993,6.0,7.75,8.75,2.62,3.59,1.34,4694.698965301513,122252.2638671875,562.4040205097199,3474.8686101913454,1394570.9140625,2092.4696064281466,2092.4696064281466,0.7161401206340641,1.594538225441426,5.999371692538261,7.7168731689453125,8.767779216170311,2.637868120223284,3.5720453636348246,3.5720453636348246
459,4639.08,137054.0,559.97,3465.1,1313148.0,2053.23,1014543.0,0.7032,1.5435,6.0,7.75,8.75,2.62,3.59,1.34,4650.105937080383,145078.65478515625,561.2887226057053,3469.5108934402465,1279426.7265625,2050.1372501659393,2050.1372501659393,0.7030493772145594,1.5396204500868917,5.972037523984909,7.724781930446625,8.746367261046544,2.6402964786440135,3.560411682501435,3.560411682501435
460,4584.85,153152.2,557.14,3515.9,1299389.0,2106.52,1022674.0,0.7020000000000001,1.5428,6.0,7.75,8.75,2.62,3.59,1.34,4564.391036605835,141927.1228515625,554.9869395637512,3504.3726238250733,1227258.21875,2089.039317626953,2089.039317626953,0.7015033201994375,1.5416774782977998,5.95725043118,7.7107778787612915,8.740667447447777,2.6141265201196076,3.5512640365958212,3.5512640365958212
461,4604.57,122736.9,560.92,3504.0,1299389.0,2127.25,1855908.0,0.7015,1.546,6.0,7.75,8.75,2.62,3.59,1.34,4599.139876670837,107681.0396484375,560.6021170151233,3497.232258796692,1280024.080078125,2114.5120573043823,2114.5120573043823,0.7011521623106673,1.5420752511397005,5.985070526599884,7.706312358379364,8.73619179520756,2.610136405453086,3.557096138745546,3.557096138745546
462,4683.81,95772.7,570.17,3557.7,1394372.0,2125.47,1855908.0,0.7013,1.551,6.0,7.75,8.75,2.54,3.86,1.34,4694.2642675018315,86151.647265625,571.0768409800529,3560.670102071762,1390422.4523925781,2125.4325751934944,2125.4325751934944,0.7002753675181419,1.5490762230698019,5.982956275343895,7.702651917934418,8.741895988583565,2.5210347836464644,3.837145766839385,3.837145766839385
463,4765.52,154875.3,578.77,3570.8,1470489.0,2126.4,1035323.0,0.696,1.5485,6.0,7.75,8.75,2.54,3.86,1.34,4791.0652747344975,164611.40546875,580.6369648170471,3584.5341289520265,1470100.261932373,2138.7154315948487,2138.7154315948487,0.6952586689768359,1.5435537183322012,5.990690276026726,7.722369015216827,8.765099017880857,2.5388347686594352,3.854055557064712,3.854055557064712
464,4792.69,215421.0,586.77,3561.5,1661276.0,2109.7,876870.0,0.6931,1.5515,6.0,7.75,8.75,2.54,3.86,1.34,4812.476561965942,220117.109375,588.6904468727112,3572.8562335968018,1678846.025390625,2121.3310243606566,2121.3310243606566,0.6938666649762542,1.5500303631983698,5.9943578988313675,7.762004137039185,8.753113493090495,2.556937715932727,3.857206497238949,3.857206497238949
465,4762.35,188052.9,581.04,3485.0,1438980.0,2112.5,1348164.0,0.6997,1.5785,6.0,7.75,8.75,2.54,3.86,1.34,4791.07601890564,178701.72421875,583.857824602127,3503.96946144104,1462579.75,2130.216974258423,2130.216974258423,0.7010830492971465,1.5852294128239155,5.999799728393555,7.764246582984924,8.75405789911747,2.571483706086874,3.8778031921386718,3.8778031921386718
466,4740.67,160178.6,581.47,3544.1,1478922.0,2127.72,741435.0,0.6982,1.5822,6.0,7.75,8.75,2.81,3.17,1.05,4776.774232788086,146330.88125,585.1822032642365,3567.605931854248,1544489.8828125,2139.206744880676,2139.206744880676,0.6987769673152827,1.5880689592406154,5.979527443647385,7.709623098373413,8.740676939487457,2.8310550613701344,3.169967956544424,3.169967956544424
467,4735.25,156390.5,579.46,3474.3,1898910.0,2128.96,664237.0,0.7020000000000001,1.5719999999999998,6.0,7.75,8.75,2.81,3.17,1.05,4753.386713027954,162563.9677734375,581.5778443431855,3474.234468768537,1921270.15234375,2130.4224733924866,2130.4224733924866,0.7027552267052234,1.5741964362822471,5.9695273488759995,7.704110682010651,8.739534557797015,2.8316587260365487,3.153605956658721,3.153605956658721
468,4777.52,152561.6,587.44,3593.0,1587979.0,2104.89,541755.0,0.7015,1.5683,6.0,7.75,8.75,2.81,3.17,1.05,4784.756071109772,157968.50966796876,588.3555021309853,3586.1751985549927,1517225.0859375,2097.6055151367186,2097.6055151367186,0.7021844144663774,1.5662621744714678,5.978403523564339,7.723261654376984,8.742199421394616,2.827536200582981,3.175856895353645,3.175856895353645
